gene	M1F	M2F	M3F	M1M	M2M	M3M	E1F	E2F	E3F	E1M	E2M	E3M
FBgn0031422	129.00	114.88	101.95	124.82	97.39	128.39	121.26	128.94	151.61	149.09	149.93	141.88
FBgn0035630	9219.00	6060.96	6348.98	3893.91	3841.26	4087.38	6939.21	6195.97	5336.36	4668.74	4313.92	4367.19
FBgn0260720	56.00	59.18	67.97	60.66	78.66	77.03	51.84	85.08	95.76	73.98	110.53	104.91
FBgn0035604	138.00	175.23	139.45	146.98	164.81	159.90	188.05	142.24	189.52	165.90	157.59	188.84
FBgn0031935	503.00	437.48	451.16	558.77	565.61	589.41	461.33	333.66	417.93	527.97	392.87	533.53
FBgn0263384	5.00	1.16	2.34	2.33	1.87	4.67	8.79	2.66	2.99	5.60	4.38	8.99
FBgn0260655	1742.00	1969.26	1922.98	2282.92	2121.02	2110.22	1971.84	2065.77	1956.00	2275.52	2254.35	2131.14
FBgn0034707	408.00	295.91	290.61	320.80	279.06	336.14	301.40	313.72	246.37	294.81	300.95	311.73
FBgn0030881	37.00	47.58	49.22	22.16	32.78	21.01	43.94	82.42	49.87	23.54	41.59	23.98
FBgn0035541	1867.00	1751.10	1866.73	1011.39	1076.90	1099.46	1855.85	1665.64	1530.09	1252.10	1146.88	1128.02
FBgn0038753	69.00	58.02	57.42	61.83	56.19	60.69	62.39	83.75	77.80	59.41	82.08	70.94
FBgn0039801	3409.00	2744.43	2533.50	5276.25	5715.06	5820.61	3314.51	1837.12	1728.58	7082.13	3687.95	3962.54
FBgn0263197	5055.00	8024.42	7811.43	10367.03	9351.24	9470.31	8090.33	8100.89	7956.66	9265.74	9781.27	9543.67
FBgn0041582	3767.00	3697.15	3695.96	4121.38	3925.53	3998.68	3492.01	3562.58	3640.69	3965.91	4026.10	4299.25
FBgn0030361	1100.00	854.08	826.14	1097.71	1192.08	1171.83	821.60	873.36	826.89	1099.65	1130.46	1135.01
FBgn0031107	5999.00	5465.65	5909.55	8129.61	6830.36	6858.21	5426.95	5565.87	5137.87	6594.52	6893.29	6460.36
FBgn0000504	1102.00	2019.16	2023.75	2193.09	2111.66	2497.72	1963.05	2181.42	2075.69	2708.20	2597.98	2273.02
FBgn0036812	119.00	234.41	212.10	200.64	216.32	187.91	254.83	247.25	192.51	237.64	207.93	209.82
FBgn0037892	1185.00	823.91	861.30	762.92	825.00	874.20	872.56	790.95	851.82	943.84	839.36	834.27
FBgn0037612	2822.00	2834.95	2603.81	1642.49	1883.17	1646.86	2842.64	2418.04	1999.89	1796.88	1445.63	1607.60
FBgn0002641	869.00	644.04	556.62	800.25	792.22	759.82	632.68	505.14	649.34	817.17	820.76	798.30
FBgn0039689	1566.00	1125.62	1147.22	1149.04	1254.82	1316.55	1200.33	1116.63	1097.20	1182.60	1130.46	1156.99
FBgn0028484	4373.00	3533.53	3571.74	4404.85	3982.66	3942.66	3605.37	3521.37	3430.23	4186.73	4207.76	4026.48
FBgn0028500	5636.00	4630.14	4672.09	6316.81	5919.20	5993.35	4517.48	4834.75	4465.59	5155.23	5634.79	5383.30
FBgn0034735	828.00	668.41	615.21	650.93	652.70	636.10	640.58	624.78	640.36	566.08	647.85	594.48
FBgn0003053	935.00	1841.61	1857.35	2126.60	1936.55	1893.13	1967.44	1971.39	1724.59	2142.13	2201.83	2237.05
FBgn0039773	1161.00	1198.73	1223.39	1278.53	1385.92	1383.08	1224.05	1272.16	1330.60	1281.24	1339.48	1453.73
FBgn0040253	8.00	19.73	24.61	16.33	28.09	14.01	26.36	14.62	32.92	29.14	26.26	37.97
FBgn0030077	463.00	481.58	553.10	459.62	538.45	529.89	347.09	295.11	549.60	363.19	296.57	553.52
FBgn0038303	2268.00	1969.26	1992.11	2062.44	2018.95	2002.84	1927.90	2016.58	1928.07	1961.65	2057.37	1980.27
FBgn0263933	2466.00	2259.37	2308.51	2693.54	2447.84	2575.91	2249.51	2278.46	2139.53	2490.74	2583.75	2493.82
FBgn0024321	829.00	2026.12	2023.75	2779.86	2250.25	2390.34	2167.79	2083.05	2085.67	2320.36	2387.87	2407.90
FBgn0031195	1198.00	1162.76	1030.04	967.06	1011.35	1092.46	1237.23	1167.15	1243.82	1210.62	1106.38	1154.99
FBgn0038619	545.00	367.86	385.53	386.12	375.51	385.16	357.64	417.41	353.10	427.08	392.87	370.68
FBgn0031420	1515.00	1250.95	1310.11	1432.51	1430.87	1419.26	1289.95	1252.22	1249.81	1350.74	1435.78	1475.71
FBgn0030968	1373.00	1159.28	1114.41	1467.51	1301.64	1248.86	1221.41	798.92	940.60	1726.26	917.06	1084.05
FBgn0262115	2526.00	3380.35	3493.23	3508.95	3753.23	3797.93	3363.72	3474.85	3600.80	3903.13	4067.69	4004.50
FBgn0039802	2085.00	1476.07	1552.68	1651.82	1680.90	1620.01	1569.39	1495.49	1422.36	1838.35	1414.99	1545.65
FBgn0050183	612.00	539.60	561.31	465.45	473.84	448.19	547.44	515.78	499.72	548.14	482.61	443.61
FBgn0019972	877.00	696.26	718.33	800.25	830.62	905.71	646.73	643.39	772.03	686.02	659.89	733.36
FBgn0037013	5.00	10.44	4.69	7.00	8.43	8.17	12.30	13.29	6.98	12.33	9.85	5.99
FBgn0027783	257.00	306.36	304.68	407.12	307.15	350.15	355.00	338.98	291.26	395.69	376.46	351.69
FBgn0028647	628.00	1161.60	1265.58	1175.87	1158.37	1163.66	1228.44	1228.29	1226.86	1312.63	1326.35	1438.74
FBgn0051814	1361.00	1787.07	1809.31	2405.40	2437.54	2503.55	1718.77	2056.46	1923.08	1977.35	2735.87	2283.01
FBgn0037594	21.00	13.93	22.26	15.17	20.60	28.01	15.82	3.99	18.95	13.45	12.04	16.99
FBgn0035708	932.00	1442.42	1361.67	1741.64	1782.97	1823.10	1365.52	1434.34	1475.23	1713.93	1897.60	1812.42
FBgn0086058	1.00	1.16	1.17	5.83	4.68	3.50	6.15	3.99	1.99	5.60	2.19	4.00
FBgn0046685	909.00	646.36	652.71	851.57	663.93	685.12	732.85	580.91	587.50	608.67	520.91	535.53
FBgn0030354	2357.00	2267.49	2308.51	2739.03	2495.60	2530.40	2255.66	2259.85	1942.04	2374.16	2562.96	2310.98
FBgn0033741	1094.00	1197.57	1251.52	779.25	710.75	784.33	1177.48	1127.27	816.91	742.07	678.50	719.37
FBgn0052255	112.00	160.14	144.14	76.99	118.93	127.22	171.35	138.25	190.51	119.94	159.77	160.86
FBgn0026439	28281.00	24979.55	24437.37	35361.28	35428.14	35630.96	24207.73	25090.96	24079.45	28533.67	30481.94	28142.43
FBgn0011659	133.00	109.08	93.75	113.15	108.63	124.89	107.20	75.77	98.75	95.28	106.15	116.90
FBgn0004657	2714.00	4904.00	4631.08	5208.59	4972.47	5107.48	4579.86	4991.61	4966.31	4891.81	4912.52	5213.45
FBgn0002183	1839.00	1667.55	1744.86	1903.79	1742.71	1901.30	1713.49	1686.91	1476.23	1754.28	1779.41	1614.59
FBgn0013997	2547.00	3961.73	3807.28	5306.58	5128.85	4973.25	3792.54	3981.32	4079.57	4525.26	4841.39	4546.03
FBgn0023535	386.00	190.31	276.55	26.83	34.65	56.02	243.40	206.04	131.66	47.08	33.92	36.97
FBgn0026370	3885.00	7212.11	7209.11	8386.25	7959.70	7808.28	7196.68	7551.88	7257.45	7812.99	8556.70	8050.97
FBgn0262148	188.00	252.98	172.26	183.15	226.62	131.89	300.52	147.55	354.09	339.65	179.47	352.69
FBgn0030559	1819.00	1536.42	1615.96	1787.14	1579.77	1797.42	1811.03	1866.37	1743.54	2071.51	1987.33	1766.46
FBgn0259170	3990.00	7362.97	7422.38	8339.58	8209.72	7992.69	7405.81	7961.31	7259.44	7280.54	7985.45	7558.40
FBgn0004381	3807.00	3474.35	3346.75	4442.18	4439.64	4375.67	3307.48	3353.88	3450.18	4113.87	4293.12	4170.36
FBgn0032705	300.00	219.32	230.85	229.81	221.00	232.26	209.13	251.24	200.49	229.79	251.70	243.79
FBgn0261089	2004.00	2742.11	2526.47	3541.61	3468.55	3293.72	2698.53	2799.55	2584.39	3560.12	4022.82	3553.90
FBgn0034304	1363.00	1337.98	1262.06	1601.66	1678.09	1644.52	1320.71	1382.50	1530.09	1606.31	1649.18	1717.50
FBgn0038957	701.00	706.71	819.11	813.08	974.83	1035.27	786.45	866.72	851.82	753.28	919.25	758.34
FBgn0028379	26.00	27.85	25.78	25.66	29.97	56.02	30.76	26.59	57.85	34.75	32.83	32.97
FBgn0038976	1688.00	1224.26	1139.02	1020.72	1065.66	1158.99	1227.57	1123.28	1201.93	1207.26	1133.74	1222.93
FBgn0031304	3753.00	3222.53	3142.85	3403.96	3388.96	3326.40	3317.15	3158.47	2770.92	3733.87	3629.95	3241.17
FBgn0030385	31.00	27.85	19.92	24.50	16.86	25.68	17.57	22.60	18.95	17.94	18.60	23.98
FBgn0086350	97.00	285.47	284.76	317.30	307.15	269.61	330.40	272.51	280.28	386.73	389.59	344.70
FBgn0034032	1017.00	1603.72	1581.97	1914.29	1933.74	1931.64	1578.17	1600.50	1658.76	1913.45	1918.39	2052.21
FBgn0260749	1201.00	2694.53	2435.07	3016.67	2988.16	2929.56	2642.30	2726.44	2526.54	2851.69	2993.04	2843.52
FBgn0032191	3862.00	2608.66	2643.65	3223.15	3174.51	3247.03	2626.48	2734.42	2694.11	3080.36	3084.96	3076.31
FBgn0037328	25690.00	21617.76	22618.69	11399.41	11579.02	12585.45	23034.64	19607.50	20326.05	14743.80	11799.25	12767.85
FBgn0035877	3445.00	3071.67	2954.19	2931.51	2865.49	3013.60	3083.41	2904.57	2907.57	2892.04	2741.34	2919.45
FBgn0263802	26.00	32.49	33.98	25.66	27.16	25.68	42.18	42.54	31.92	35.87	45.96	25.98
FBgn0038318	2404.00	1767.34	1728.45	2366.91	2171.59	2286.46	1810.15	1748.06	1743.54	2088.32	2083.64	2072.19
FBgn0026751	657.00	500.15	500.37	822.41	743.53	862.53	512.29	463.93	508.70	885.55	812.01	879.23
FBgn0030790	1424.00	1882.23	1951.10	2088.10	2106.98	2051.86	1862.00	1978.03	1967.97	2155.58	2156.96	2139.13
FBgn0040309	18763.00	14315.14	15932.22	13647.33	13108.21	14424.89	15952.20	13823.62	14344.34	14705.68	12688.95	12563.03
FBgn0261285	3620.00	4738.06	4580.69	6705.26	6426.75	6139.24	4498.14	4937.10	4838.63	5942.13	6524.50	5984.78
FBgn0082931	12.00	15.09	10.55	1.17	9.36	12.84	29.88	19.94	8.98	10.09	9.85	7.99
FBgn0041225	37.00	48.74	23.44	31.50	32.78	26.84	43.06	43.87	48.88	42.60	43.77	40.96
FBgn0260005	8642.00	8109.13	7974.31	10847.64	9487.02	10049.22	7719.51	7711.40	7933.72	8568.51	8684.74	9206.96
FBgn0037678	183.00	124.17	107.81	149.32	131.10	112.05	173.99	148.88	179.54	192.80	142.27	147.87
FBgn0039264	3.00	4.64	4.69	1.17	1.87	9.34	5.27	6.65	11.97	6.73	6.57	2.00
FBgn0001276	421.00	434.00	434.75	451.45	473.84	499.54	476.26	430.70	476.78	492.10	479.32	493.57
FBgn0028421	4842.00	4096.34	4000.63	4968.29	4986.52	4856.54	3995.52	4128.88	3923.97	4792.04	5252.87	4993.64
FBgn0029523	202.00	228.61	206.24	283.47	227.55	246.27	260.98	261.88	207.47	321.71	295.47	249.78
FBgn0030474	525.00	638.24	576.54	662.59	662.06	687.46	608.07	654.03	629.39	641.18	733.21	688.40
FBgn0031564	111.00	110.24	125.39	90.99	89.90	117.88	101.05	93.05	97.75	97.52	64.57	64.94
FBgn0000173	4683.00	10472.94	9882.06	10381.03	10536.76	10052.72	10386.42	10611.98	10155.04	10254.41	10220.11	10046.23
FBgn0039406	9723.00	7071.70	7136.45	4533.17	4755.22	5297.72	7520.05	6735.68	6725.81	5830.04	4847.96	5485.21
FBgn0035161	7.00	8.12	9.37	10.50	14.98	36.18	7.03	14.62	32.92	14.57	15.32	11.99
FBgn0039315	48.00	30.17	49.22	35.00	44.01	44.35	32.51	23.93	41.89	35.87	31.74	37.97
FBgn0029518	8.00	32.49	38.67	16.33	31.84	33.85	38.66	31.90	46.88	26.90	31.74	42.96
FBgn0034569	53.00	45.26	46.87	46.66	52.44	36.18	66.78	59.82	51.87	52.68	72.23	46.96
FBgn0263863	2001.00	1242.83	1311.28	1250.53	1336.29	1317.72	1346.19	1288.11	1299.68	1323.84	1253.03	1268.89
FBgn0033258	213.00	196.11	203.90	257.81	205.08	260.28	260.10	206.04	230.41	298.17	245.13	297.74
FBgn0031143	1914.00	1326.38	1454.24	1261.03	1367.19	1353.90	1456.91	1329.32	1390.45	1303.66	1243.18	1343.83
FBgn0031395	2517.00	2658.56	2612.01	2393.74	2463.76	2309.80	2390.98	2509.76	2536.52	2463.84	2607.83	2526.79
FBgn0038467	1656.00	1039.75	1385.10	1135.04	1026.33	1123.97	1300.50	1148.53	973.51	1323.84	1006.80	949.17
FBgn0036569	570.00	516.39	468.73	456.12	515.98	512.38	499.99	477.23	425.91	464.07	503.40	550.52
FBgn0035816	1464.00	2052.81	2049.53	2474.23	2501.22	2496.55	2035.98	2233.26	2054.75	2308.03	2900.02	2467.85
FBgn0000071	15.00	5.80	9.37	14.00	6.56	25.68	14.94	13.29	23.94	20.18	19.70	9.99
FBgn0002283	1647.00	1263.71	1267.92	1221.37	1292.28	1328.22	1269.74	1217.66	1301.67	1409.03	1479.56	1450.73
FBgn0033375	686.00	408.47	473.42	431.62	441.06	513.55	456.05	447.98	433.89	459.59	492.46	471.59
FBgn0032168	597.00	422.40	448.81	409.46	463.54	464.53	475.38	426.71	382.02	459.59	446.49	408.64
FBgn0036958	2607.00	3560.22	3324.49	3814.58	3600.59	3539.99	3586.92	3420.35	3445.19	3984.96	3820.37	3834.65
FBgn0032205	547.00	474.62	476.94	544.77	559.99	561.40	551.83	610.16	521.67	622.12	697.10	509.56
FBgn0032338	816.00	975.93	986.68	1066.22	1158.37	1171.83	999.10	1046.18	971.52	1279.00	1349.33	1214.94
FBgn0000221	342.00	205.40	194.52	353.46	324.01	305.80	187.17	199.40	233.40	344.13	338.15	361.68
FBgn0036695	1132.00	757.76	824.97	851.57	852.16	829.85	840.93	772.34	784.99	831.74	853.59	868.24
FBgn0263546	10.00	5.80	9.37	5.83	4.68	4.67	7.91	2.66	3.99	1.12	3.28	4.00
FBgn0016123	3543.00	2587.77	2612.01	3888.07	3614.64	3643.86	2575.51	2741.06	2562.45	3269.80	3034.62	3221.19
FBgn0052703	21.00	29.01	24.61	38.50	36.52	84.04	27.24	34.56	49.87	54.93	49.25	44.96
FBgn0042693	6014.00	13204.60	12927.65	14924.69	14368.66	14231.14	13502.34	13315.82	13142.41	14809.93	14989.27	14926.97
FBgn0036511	9819.00	9204.58	9252.78	12353.64	10979.70	10937.43	9080.64	8804.10	8906.24	10496.53	11106.53	10820.55
FBgn0051538	166.00	338.85	348.03	426.95	344.61	658.28	362.03	332.33	480.77	364.31	295.47	364.68
FBgn0037185	462.00	615.03	584.74	685.92	704.20	731.81	604.56	592.88	632.38	717.41	706.95	764.33
FBgn0015828	1176.00	894.70	828.48	864.41	796.91	876.53	878.72	899.95	785.99	990.92	866.72	930.19
FBgn0039126	1032.00	841.32	778.10	900.57	903.66	948.90	780.30	816.20	821.90	839.59	888.61	828.28
FBgn0040091	312.00	232.09	213.27	247.31	261.27	226.43	225.83	187.43	236.40	177.11	170.72	219.81
FBgn0032472	18950.00	12277.41	13581.53	6120.83	6526.95	6805.69	14344.15	10448.47	12076.13	8682.84	5854.76	6878.99
FBgn0051989	600.00	500.15	462.87	692.92	655.50	629.10	602.80	659.34	510.69	727.49	773.70	635.45
FBgn0262518	3548.00	5292.75	5006.06	5285.59	5374.20	5052.62	5115.00	5145.81	5356.31	4910.86	5273.66	5146.51
FBgn0034475	1671.00	1709.32	2214.76	2891.85	3403.94	4445.70	1094.00	1571.26	2021.83	2293.45	2256.54	2792.56
FBgn0033809	1684.00	1335.66	1270.27	1492.00	1551.67	1448.44	1328.62	1135.24	1390.45	1441.54	1346.05	1399.78
FBgn0052627	1315.00	2406.74	2140.94	3760.92	3264.41	3039.28	2303.11	2459.25	2295.13	2909.97	3409.99	3242.17
FBgn0032042	506.00	850.60	887.08	1044.05	979.51	909.22	862.90	950.47	845.84	1052.57	1073.55	946.17
FBgn0038627	315.00	345.81	384.36	360.46	422.33	391.00	368.18	364.23	433.89	441.65	375.36	432.62
FBgn0030306	2872.00	2181.62	2217.11	1728.81	1836.35	1970.16	2240.72	2044.50	2236.28	2081.60	1834.13	1885.35
FBgn0026179	7862.00	10765.37	10505.47	13376.70	12769.23	12473.40	10894.31	10604.00	10748.53	12648.75	12036.72	12591.01
FBgn0031431	26.00	37.13	29.30	38.50	43.08	47.85	31.63	42.54	43.89	56.05	43.77	58.95
FBgn0041775	7975.00	10783.93	11010.53	11783.21	11034.01	10734.34	11228.22	11232.77	10581.95	11517.72	11907.59	11604.87
FBgn0038271	43849.00	30881.53	29942.64	35283.12	34798.85	35754.68	29686.52	31645.85	31764.81	31260.93	32020.59	31362.62
FBgn0082919	11.00	6.96	5.86	7.00	5.62	3.50	10.54	9.31	13.96	14.57	9.85	5.00
FBgn0032495	1027.00	1100.09	1340.58	1328.69	1209.87	1346.90	1050.06	1123.28	988.47	859.77	889.70	894.22
FBgn0259233	225.00	222.80	226.16	423.45	310.90	396.83	215.29	216.68	148.62	227.55	295.47	216.81
FBgn0261046	2121.00	3704.11	3774.47	4520.34	4168.07	4088.55	3666.88	3880.29	3822.23	4384.02	4902.67	4747.86
FBgn0259147	7.00	5.80	4.69	4.67	5.62	5.84	5.27	7.98	12.97	8.97	9.85	8.99
FBgn0036417	240.00	281.99	273.04	436.29	394.24	389.83	281.19	321.70	346.12	168.14	257.17	272.76
FBgn0030208	2377.00	2642.31	2406.94	3325.80	3159.53	3143.15	2629.12	2629.40	2542.50	3649.80	3550.06	3553.90
FBgn0259737	5.00	17.41	9.37	17.50	14.05	15.17	15.82	19.94	11.97	20.18	16.42	17.98
FBgn0263047	10.00	44.10	36.33	67.66	59.93	58.36	49.21	50.51	38.90	42.60	52.53	38.97
FBgn0031061	2042.00	1748.78	1739.00	1972.62	1873.81	2012.18	1741.61	1738.75	1701.65	2027.79	1979.67	2064.20
FBgn0261836	22516.00	40491.10	36916.21	31961.99	33195.68	32092.14	38246.08	39397.13	39011.29	36936.28	39461.06	36715.95
FBgn0038106	1245.00	927.19	896.45	930.90	937.37	946.56	942.86	878.68	932.62	981.95	980.53	964.16
FBgn0263782	1908.00	1396.00	1446.04	1768.47	1703.37	1643.36	1456.03	1468.90	1348.55	1554.75	1679.82	1723.50
FBgn0036560	3569.00	2542.52	2404.60	3878.74	3523.80	3322.90	2543.00	2374.17	2604.34	3312.39	3043.38	3181.22
FBgn0003479	357.00	261.10	212.10	305.63	311.83	248.60	228.47	269.85	203.48	282.48	287.81	270.76
FBgn0036500	1202.00	848.28	853.09	702.26	645.20	659.44	929.68	862.73	748.09	674.81	641.29	637.44
FBgn0039091	2.00	8.12	3.52	3.50	6.56	4.67	9.67	7.98	6.98	8.97	2.19	5.00
FBgn0011286	13435.00	15440.76	13369.43	15594.29	13208.41	13141.02	14735.18	15269.93	16038.01	14474.77	16587.02	16036.00
FBgn0052451	11755.00	21385.68	22550.73	26408.10	25109.56	24834.76	20786.01	23215.29	23241.59	23503.99	26695.50	24415.69
FBgn0039010	15.00	48.74	49.22	37.33	35.58	85.20	54.48	49.18	64.83	61.65	55.81	54.95
FBgn0034697	2549.00	2245.44	2299.13	2599.05	2492.79	2511.72	2285.54	2210.66	2242.27	2485.14	2462.28	2508.81
FBgn0029771	1656.00	1999.43	1919.46	1707.81	1962.77	2044.86	1997.32	1950.12	2117.59	1846.20	1887.75	1951.30
FBgn0086712	2245.00	1444.74	1467.13	1541.00	1530.13	1542.98	1541.27	1451.62	1484.21	1646.67	1619.63	1487.70
FBgn0020764	7207.00	5545.72	5614.24	5793.03	6007.23	6096.06	5415.52	5771.92	5607.67	5425.38	5745.32	5669.05
FBgn0050418	502.00	487.38	508.57	648.60	631.16	627.93	507.02	547.68	556.58	658.00	731.02	672.41
FBgn0083991	1129.00	1812.60	1904.23	2578.05	2827.10	2739.32	1695.04	2132.23	1953.01	2323.72	2901.11	2604.73
FBgn0037298	12850.00	9075.77	9012.56	11447.24	11084.58	11449.81	10483.07	7963.97	8113.26	12714.89	9491.27	10258.04
FBgn0020392	1269.00	1009.58	1023.01	881.90	926.13	976.91	1115.97	947.81	871.77	1046.96	884.23	932.19
FBgn0028693	2992.00	1862.50	1910.09	1969.12	2106.98	2121.89	1919.11	1940.81	1975.95	2109.62	1905.26	1889.35
FBgn0032452	15.00	13.93	5.86	7.00	12.17	11.67	7.91	5.32	7.98	13.45	6.57	10.99
FBgn0053510	45.00	17.41	21.09	75.83	19.67	22.18	12.30	15.95	21.94	60.53	32.83	31.97
FBgn0015075	791.00	583.70	582.40	636.93	625.54	616.26	656.40	527.74	515.68	742.07	580.00	651.43
FBgn0034510	3.00	20.89	4.69	4.67	6.56	11.67	17.57	6.65	21.94	13.45	7.66	14.99
FBgn0000320	3426.00	3013.65	3008.09	3591.77	3604.34	3405.76	3326.82	3299.38	3549.93	3286.61	3382.63	3835.65
FBgn0038681	6304.00	4770.55	4879.51	4428.18	4219.58	4050.03	5788.98	3589.17	3362.41	5340.18	3113.42	3324.10
FBgn0000183	3104.00	5766.21	5805.25	7042.39	6999.85	6771.84	5616.75	5944.73	6072.48	6523.90	7263.18	7021.87
FBgn0024887	891.00	755.44	805.05	697.59	808.14	794.83	760.97	756.38	748.09	822.77	804.34	754.34
FBgn0033247	1821.00	1275.32	1400.34	1539.83	1514.22	1563.99	1351.46	1308.05	1355.54	1481.89	1236.61	1403.77
FBgn0037608	1065.00	699.74	752.32	723.25	755.70	732.97	776.78	751.07	660.31	796.99	677.40	699.39
FBgn0036210	458.00	489.70	549.59	467.78	551.56	540.39	532.50	554.33	552.59	605.31	529.66	552.52
FBgn0052588	3.00	6.96	4.69	2.33	1.87	4.67	3.51	15.95	3.99	6.73	7.66	4.00
FBgn0038107	1459.00	1057.16	994.88	1217.87	1135.90	1215.01	1072.03	1012.94	1028.37	1276.76	1167.67	1190.96
FBgn0046692	2204.00	2750.23	2754.98	2779.86	3036.86	2907.39	3141.41	2388.79	3112.05	3372.93	2991.94	3294.12
FBgn0037556	3554.00	4514.10	4654.51	6191.99	6025.96	6297.98	4353.16	4826.77	4809.71	5608.09	6102.08	5747.98
FBgn0030834	953.00	686.98	760.52	508.61	574.97	563.74	731.97	695.24	716.17	607.55	553.74	617.46
FBgn0034440	52.00	19.73	51.56	25.66	11.24	10.50	35.15	18.61	19.95	16.81	15.32	21.98
FBgn0035995	4224.00	3091.40	3050.28	3499.62	3459.19	3348.57	3169.53	3057.44	3096.09	3228.32	3345.42	3481.96
FBgn0262955	2956.00	2335.96	2247.57	2312.08	2281.16	2284.13	2361.11	2336.95	2164.47	2551.27	2336.43	2378.92
FBgn0038902	97.00	71.95	64.45	68.83	73.04	65.36	72.93	62.48	56.85	66.14	85.36	71.94
FBgn0037722	359.00	307.52	294.13	323.13	312.77	308.13	384.88	341.64	339.13	418.11	344.72	413.64
FBgn0037808	7345.00	9649.03	9371.14	10968.96	10199.65	10488.07	9831.95	9847.62	9181.53	10490.93	11046.34	10846.53
FBgn0083945	14.00	16.25	15.23	11.67	14.05	16.34	13.18	7.98	9.97	14.57	10.94	10.99
FBgn0026787	1212.00	1839.29	1550.33	2084.60	2177.21	2114.89	1647.59	1753.38	1785.44	2039.00	2046.43	2166.11
FBgn0264711	144.00	105.60	137.10	116.65	122.67	138.89	110.72	118.31	107.72	102.01	110.53	87.92
FBgn0052704	404.00	363.22	303.50	282.30	243.47	294.12	328.64	268.52	333.15	308.26	252.79	312.73
FBgn0000542	541.00	728.75	731.22	935.56	964.53	908.05	717.03	723.15	776.02	900.12	921.44	912.20
FBgn0001227	1060.00	1022.34	856.61	1244.70	1377.50	1401.76	900.68	861.40	944.59	1134.40	1200.50	1205.95
FBgn0023388	4477.00	9694.28	9880.88	12097.00	12871.30	12588.95	9295.93	10037.71	10848.27	11457.18	13150.77	13064.59
FBgn0051635	2708.00	6590.12	6284.53	7356.19	6993.30	7076.47	6704.60	6493.74	6518.34	7419.54	7386.84	7269.65
FBgn0052574	4.00	4.64	2.34	5.83	5.62	9.34	8.79	3.99	7.98	5.60	8.75	5.99
FBgn0034279	5.00	19.73	18.75	9.33	35.58	16.34	15.82	22.60	34.91	21.30	20.79	28.97
FBgn0038191	4.00	2.32	11.72	8.17	7.49	5.84	3.51	1.33	4.99	3.36	2.19	7.99
FBgn0024371	618.00	807.66	719.50	827.08	897.10	896.38	779.42	735.12	841.85	882.18	934.57	970.15
FBgn0033124	26.00	27.85	19.92	21.00	23.41	11.67	29.88	38.55	28.93	19.06	17.51	19.98
FBgn0033816	1394.00	1307.81	1243.31	1359.02	1283.85	1314.22	1282.05	1289.44	1113.15	1203.90	1263.97	1183.97
FBgn0026317	2737.00	2535.55	2663.57	2918.68	2789.64	2783.67	2626.48	2536.35	2317.08	2839.36	2979.91	2710.63
FBgn0038639	1661.00	1199.89	1335.89	1177.04	1268.87	1206.84	1347.07	1284.13	1126.12	1303.66	1236.61	1313.85
FBgn0038617	3475.00	2572.69	2507.72	3405.13	3381.47	3319.39	2448.98	2751.70	2501.61	3005.25	3076.21	2857.51
FBgn0051036	544.00	490.86	445.30	447.95	480.39	490.21	453.42	646.05	617.42	534.69	761.67	756.34
FBgn0264495	2958.00	5392.55	5173.64	6274.81	5609.24	5836.95	5398.83	5365.14	5292.47	5803.14	6219.17	5683.04
FBgn0027570	6469.00	4001.18	4415.46	6462.62	4954.68	5650.21	4342.61	4087.67	4447.63	4866.02	4818.41	4829.78
FBgn0011640	4070.00	4223.99	4305.31	3601.10	3962.99	4183.09	4178.29	4447.91	4911.45	4515.17	4735.24	4954.67
FBgn0051363	5339.00	9691.96	9393.40	11349.25	11839.35	11533.84	9458.49	9361.09	10166.02	11577.13	11909.78	11265.17
FBgn0033757	886.00	903.98	952.70	1030.05	961.72	1016.59	963.95	986.36	949.57	1040.24	981.63	991.13
FBgn0004864	1227.00	2006.39	1915.94	2294.58	2227.78	2109.05	2008.74	2005.95	1926.08	2144.37	2244.51	2159.12
FBgn0036895	18.00	37.13	41.01	35.00	44.01	103.88	36.91	53.17	56.85	72.86	58.00	62.95
FBgn0034727	1349.00	1089.65	990.20	1104.71	1149.01	1057.44	1057.97	1028.90	1026.38	1103.01	1037.44	1030.10
FBgn0036306	247.00	493.19	494.51	382.62	574.03	550.90	543.05	503.81	493.74	534.69	523.10	481.58
FBgn0039214	1355.00	2744.43	2697.56	3186.98	2910.44	2965.75	2754.77	2811.52	2709.08	3164.43	3266.63	3000.38
FBgn0040318	89.00	114.88	89.06	121.32	111.44	129.55	95.78	120.97	128.67	107.61	130.23	119.90
FBgn0014020	12603.00	20167.22	19011.79	17667.23	18976.85	18414.23	19386.22	19438.68	20287.15	18900.26	19688.40	19969.57
FBgn0030703	10933.00	10841.95	11188.65	10750.82	11089.26	11026.13	10556.01	10449.80	10978.94	10678.13	10861.39	11025.37
FBgn0037255	1326.00	1268.36	1115.58	1228.37	1189.27	1118.14	1179.24	1139.23	1123.13	1425.84	1348.24	1263.90
FBgn0053995	18.00	41.78	23.44	35.00	40.27	26.84	16.70	18.61	25.93	28.02	18.60	30.97
FBgn0037203	802.00	707.87	664.43	942.56	849.35	870.70	687.16	611.49	701.21	645.66	686.16	704.39
FBgn0264385	40.00	124.17	82.03	19.83	47.76	17.51	120.38	140.91	65.83	51.56	76.60	20.98
FBgn0033608	2841.00	1991.31	1940.55	2173.26	2207.18	2296.96	1960.41	1955.43	2056.74	2350.62	1975.30	2068.19
