gene	M1F	M2F	M3F	M1M	M2M	M3M	E1F	E2F	E3F	E1M	E2M	E3M
FBgn0023171	478.00	439.81	516.78	523.78	474.77	476.20	588.74	558.32	555.58	612.04	575.63	558.51
FBgn0020307	840.00	951.56	882.39	1135.04	1205.19	1043.44	970.10	1092.70	1119.14	1317.11	1282.57	1358.81
FBgn0003969	2527.00	2970.72	3029.18	3575.44	3491.03	3591.34	3211.70	3226.27	3371.38	3705.85	3697.80	3661.80
FBgn0051718	54.00	99.80	103.12	197.15	186.35	236.93	157.29	136.92	123.68	258.94	189.32	245.79
FBgn0034200	18494.00	11458.15	12247.98	6763.59	7935.35	7231.70	10818.74	8043.73	7961.65	8192.99	5077.77	5956.80
FBgn0039481	612.00	522.20	547.25	726.75	590.89	756.32	658.16	873.36	1031.36	267.91	420.23	365.68
FBgn0035317	549.00	505.95	501.54	447.95	421.40	433.02	458.69	457.29	389.01	480.89	491.36	477.58
FBgn0040102	372.00	333.05	230.85	394.29	379.26	266.11	233.74	203.39	200.49	172.63	174.00	206.82
FBgn0035900	1733.00	1704.68	1719.08	1934.12	1783.91	1851.11	1898.03	1894.28	2116.59	1901.12	1917.30	2102.16
FBgn0033792	219.00	298.23	301.16	314.97	377.38	398.00	329.52	357.59	408.95	448.38	470.57	468.59
FBgn0038960	37.00	54.54	41.01	53.66	47.76	75.87	59.75	70.45	85.78	86.31	71.13	86.92
FBgn0030715	59.00	167.10	141.79	172.65	230.36	170.40	217.04	208.70	236.40	247.73	247.32	208.82
FBgn0085356	268.00	252.98	172.26	1131.54	710.75	1017.76	278.55	531.73	719.16	271.27	386.30	387.66
FBgn0000566	2299.00	1619.97	1726.11	1167.71	1183.65	1240.69	1551.81	1425.03	1204.92	1267.79	1152.35	1029.10
FBgn0025676	181.00	379.46	302.33	538.94	508.48	421.34	486.81	457.29	416.93	638.94	611.74	504.56
FBgn0027571	128649.00	96588.90	117991.72	85249.47	73160.84	71970.38	91294.13	91369.64	82403.38	53443.32	45570.79	41516.76
FBgn0250848	8930.00	6229.22	6838.81	6454.46	6051.24	5974.68	6145.73	5371.79	4929.40	6491.40	5548.34	5206.45
FBgn0037686	29548.00	24177.69	24654.16	12098.17	13818.03	16340.19	21494.26	21092.36	18343.11	14277.48	14143.34	13489.22
FBgn0033303	17.00	38.29	49.22	37.33	37.46	47.85	72.05	54.50	59.85	73.98	62.38	57.95
FBgn0033454	1138.00	806.50	812.08	603.10	581.53	546.23	737.24	725.81	608.44	566.08	570.15	544.52
FBgn0037837	57.00	76.59	75.00	86.32	78.66	101.54	90.51	130.27	99.75	95.28	126.94	94.92
FBgn0085222	13.00	15.09	11.72	15.17	8.43	7.00	24.60	29.25	23.94	14.57	24.08	14.99
FBgn0038850	851.00	746.16	631.62	852.74	823.13	845.02	636.19	583.57	487.75	736.46	844.84	703.39
FBgn0028543	11441.00	8334.25	7498.55	6181.49	6475.45	6723.99	7327.61	5337.23	6065.50	6329.98	4265.76	5401.28
FBgn0002773	68135.00	61093.48	60052.85	49178.93	59245.42	63029.96	68351.75	92031.64	100148.02	43598.06	57603.14	50184.19
FBgn0032643	2097.00	1654.78	1667.52	1698.48	1602.24	1679.54	1548.30	1458.27	1439.32	1700.47	1596.65	1516.68
FBgn0034157	77.00	68.47	92.57	48.99	97.39	116.72	51.84	38.55	46.88	51.56	44.87	48.96
FBgn0035934	150.00	204.24	207.41	288.14	285.61	257.94	237.25	223.33	287.27	309.38	306.42	312.73
FBgn0035690	898.00	809.98	727.71	795.58	774.43	785.50	682.76	705.87	676.27	762.24	827.33	791.31
FBgn0039417	1224.00	857.56	883.56	758.25	738.85	676.95	736.36	708.53	778.01	672.57	610.65	760.34
FBgn0037021	2496.00	2591.25	2603.81	3245.31	3133.31	2831.52	2942.82	2796.89	2944.47	3279.89	3443.91	3252.16
FBgn0035553	148.00	225.12	179.29	1137.38	732.29	883.54	271.52	295.11	340.13	343.01	445.40	495.57
FBgn0002709	7.00	11.60	9.37	15.17	14.05	12.84	20.21	17.28	21.94	17.94	27.36	15.99
FBgn0050371	13.00	25.53	7.03	42.00	29.03	22.18	33.39	30.57	34.91	53.81	74.42	42.96
FBgn0036191	1198.00	1303.17	1250.34	1144.37	1437.43	1405.26	996.46	906.60	1022.39	1092.92	1025.40	1359.81
FBgn0024361	45.00	60.34	60.94	64.16	58.06	81.70	80.84	67.80	100.74	98.64	91.93	93.92
FBgn0014026	96194.00	72256.87	71380.94	44047.33	45702.70	46085.18	68945.76	60243.56	55521.09	50618.54	43444.48	45072.65
FBgn0026593	7280.00	4447.95	5441.99	2672.54	3023.75	2684.46	4570.20	3839.08	3377.37	2828.15	2568.43	2118.15
FBgn0039244	462.00	416.60	425.37	496.95	469.15	508.88	557.98	469.25	531.64	594.10	548.27	543.53
FBgn0052446	3448.00	3589.23	3339.72	4263.70	4749.60	4700.14	3756.51	3853.71	4054.64	4583.55	4766.98	4736.86
FBgn0262141	116.00	92.83	42.19	26.83	34.65	26.84	35.15	43.87	43.89	33.63	25.17	31.97
FBgn0033059	724.00	630.12	655.05	438.62	472.90	510.05	554.47	604.84	518.67	473.04	489.17	470.59
FBgn0262970	176.00	204.24	220.30	347.63	279.99	264.94	346.21	305.74	258.34	493.22	379.74	281.75
FBgn0015544	440.00	548.89	605.84	659.09	723.86	678.12	678.37	671.31	651.34	736.46	810.91	707.38
FBgn0027572	5075.00	4866.87	4540.85	5276.25	6279.73	5565.00	4263.53	3589.17	3850.16	5557.65	4472.60	5348.33
FBgn0025186	2830.00	3006.69	2974.11	3388.79	3418.92	3338.07	3159.86	3178.41	3199.82	3578.06	3437.34	3583.87
FBgn0039291	353.00	242.53	357.41	235.64	294.04	379.33	199.47	196.74	248.37	237.64	235.28	216.81
FBgn0086611	17.00	6.96	9.37	18.66	17.79	19.84	3.51	6.65	2.99	10.09	4.38	14.99
FBgn0034053	1456.00	1206.85	922.23	1114.04	1171.48	981.58	907.71	786.96	835.86	1265.55	998.04	897.22
FBgn0058006	3273.00	3683.22	3297.53	4948.46	5003.37	4735.15	3012.24	2772.97	3178.87	3569.09	3485.49	3631.83
FBgn0031497	2792.00	1863.66	1935.87	1483.84	1486.12	1439.10	1786.43	1624.43	1491.19	1531.21	1375.59	1353.82
FBgn0046878	397.00	246.01	258.97	151.65	135.78	140.06	204.74	231.30	180.54	125.55	129.13	111.90
FBgn0051793	2518.00	2650.44	2324.91	2874.35	2847.70	2708.97	2311.02	2118.94	2147.51	2550.15	2369.26	2442.87
FBgn0034963	444.00	590.66	554.28	640.43	617.11	667.61	671.34	675.30	633.38	735.34	627.06	701.39
FBgn0010441	734.00	601.11	625.76	583.27	584.34	606.92	565.01	526.41	533.64	587.38	508.87	538.53
FBgn0039804	213.00	346.97	311.71	433.95	436.38	444.69	429.69	402.78	365.07	410.27	400.53	360.69
FBgn0028490	32349.00	25334.64	23883.10	30457.15	25511.29	25235.09	23542.54	20253.55	19187.96	20363.10	18068.76	19380.08
FBgn0032048	2219.00	3654.21	3680.72	4450.34	5091.40	4967.42	3910.28	4802.84	4888.50	5721.31	6616.42	6189.60
FBgn0004028	13790.00	20822.87	19997.30	14405.58	18142.49	19106.35	21220.10	27691.11	31294.01	15159.67	19993.72	17394.81
FBgn0013949	6613.00	3754.01	3656.11	2599.05	2682.89	2509.39	3357.57	2499.13	2756.95	2750.80	1619.63	2183.09
FBgn0025352	11702.00	7829.46	8663.35	6933.91	6910.89	7239.87	7810.02	6840.69	6378.70	7335.47	6114.12	6222.57
FBgn0035945	1474.00	1202.21	1202.30	1444.17	1411.21	1402.92	1115.97	1121.95	1010.42	1365.31	1267.25	1319.85
FBgn0024365	2414.00	2193.22	2338.98	2616.55	2458.14	2383.33	2185.36	1877.00	1955.00	2449.27	2361.60	2454.86
FBgn0003279	91089.00	66313.12	68794.71	35771.90	34330.64	37280.15	64396.65	55099.08	50453.04	39953.86	32317.16	34402.97
FBgn0030518	1190.00	726.43	862.47	557.61	550.62	503.04	718.79	665.99	542.61	582.89	461.81	488.57
FBgn0033170	2947.00	2008.71	2428.03	1396.35	1672.47	1575.66	2076.40	1422.37	1350.55	1878.70	1279.29	1337.83
FBgn0035090	11318.00	9702.41	10492.58	11231.43	9979.59	10200.95	9107.01	6800.81	6806.60	10396.77	6793.71	7347.59
FBgn0031610	39.00	63.82	63.28	48.99	57.12	60.69	94.02	73.11	77.80	87.43	83.17	92.92
FBgn0264571	42.00	98.64	114.84	120.15	110.50	112.05	123.02	158.19	164.58	134.51	160.87	129.89
FBgn0010470	5685.00	6317.41	5889.63	4902.96	5562.42	5434.28	4938.38	4576.86	3152.94	5325.61	4470.41	3575.88
FBgn0036816	6552.00	5849.76	5969.31	6121.99	5602.69	5651.37	5227.48	5455.54	5065.05	5475.82	5109.51	4612.97
FBgn0031149	3075.00	2653.92	2517.09	2331.91	2412.26	2476.71	2423.50	2406.07	2139.53	2430.21	2573.90	2511.81
FBgn0011581	7475.00	9054.88	8921.15	9102.50	10486.20	9909.16	9793.28	9730.64	11133.54	11907.80	12072.84	12881.75
FBgn0038683	2582.00	2012.20	1975.71	2407.74	2329.85	2430.02	1849.70	1831.81	1534.08	1889.91	2065.03	1788.44
FBgn0015218	13145.00	12959.75	12907.72	13081.56	13479.98	13704.75	13926.76	13584.34	14370.27	14404.15	14024.06	14741.13
FBgn0036136	1667.00	1266.04	1395.65	1425.51	1574.15	1531.31	1259.20	1135.24	1064.28	1477.41	1279.29	1319.85
FBgn0035586	1562.00	1227.74	1174.18	1422.01	1284.79	1363.24	1116.85	1059.47	1045.33	1240.89	1201.59	1262.90
FBgn0015038	1151.00	839.00	821.45	676.59	550.62	531.06	708.24	716.50	689.24	601.95	531.85	572.50
FBgn0039790	4346.00	5185.99	5021.30	5417.40	5691.65	5492.64	5317.99	5872.95	6882.41	5961.19	6294.68	7044.85
FBgn0261938	1999.00	1765.02	1832.74	1745.14	1585.38	1684.21	1652.86	1701.53	1510.14	1560.36	1627.29	1580.62
FBgn0036919	2702.00	1886.87	1891.34	1615.66	1626.59	1771.74	1774.13	1647.03	1512.13	1662.36	1522.24	1634.57
FBgn0054039	453.00	515.23	472.25	466.62	474.77	485.54	572.04	521.09	602.46	616.52	576.72	561.51
FBgn0034500	2059.00	1570.07	1755.40	1679.82	1695.88	1789.25	1537.75	1293.43	1374.49	1902.24	1526.61	1514.68
FBgn0037553	1159.00	863.36	1127.30	954.23	881.19	910.38	898.93	638.07	510.69	829.50	506.68	579.49
FBgn0263343	2.00	6.96	7.03	3.50	2.81	7.00	9.67	11.96	24.94	5.60	6.57	6.99
FBgn0261611	828.00	1082.69	1122.61	1473.34	1443.98	1478.79	1160.78	1331.98	1392.44	1354.10	1622.92	1493.70
FBgn0003137	4247.00	4958.54	4436.55	5705.54	5021.16	5436.62	3547.37	4204.65	3290.59	2921.18	3490.97	3252.16
FBgn0037312	1587.00	1104.74	1062.85	863.24	939.24	808.84	999.98	901.28	878.75	971.86	831.70	887.23
FBgn0243512	2468.00	3508.00	3502.60	3463.45	3646.48	3590.17	3752.99	4236.55	4067.60	4178.88	4238.41	4115.41
FBgn0038516	2620.00	2011.04	2479.60	1116.38	919.58	904.55	2041.26	1355.91	1568.99	1090.68	820.76	852.26
FBgn0030668	3929.00	2960.27	3188.55	2168.60	2254.00	2217.60	2903.28	2662.63	2644.24	2274.40	2047.52	2230.05
FBgn0034443	1738.00	777.49	1054.65	929.73	809.08	959.40	812.81	659.34	790.98	708.44	711.33	757.34
FBgn0010383	1730.00	1959.98	1845.63	648.60	832.49	857.86	1439.34	1588.54	1359.53	543.66	573.44	480.58
FBgn0038129	1583.00	1254.43	1146.05	1172.37	974.83	1084.29	1137.94	969.08	828.88	1030.15	911.59	829.28
FBgn0038196	734.00	685.82	643.34	470.12	540.32	543.90	586.10	594.21	526.65	541.42	551.55	479.58
FBgn0039682	55132.00	32246.20	41784.00	26595.91	27488.11	28301.22	32094.20	24100.61	28721.59	35970.02	22285.28	29206.50
FBgn0038738	3040.00	2769.96	2837.00	3272.14	3439.53	3634.53	2625.60	1951.45	2265.21	3202.54	2510.43	2799.56
FBgn0027575	8429.00	10130.61	9762.53	11657.22	11154.81	11246.72	10535.80	10713.01	11163.47	11948.16	12186.65	12323.24
FBgn0040780	169.00	278.50	263.66	257.81	317.45	332.64	311.94	344.29	349.11	318.35	295.47	331.71
FBgn0038431	5.00	9.28	9.37	5.83	14.05	18.67	6.15	21.27	46.88	40.35	27.36	24.98
FBgn0030251	11405.00	7495.26	7935.64	8616.05	6305.02	7664.72	7654.49	5089.98	5137.87	5471.34	3994.37	4319.23
FBgn0037610	718.00	500.15	480.45	577.44	571.23	641.94	442.87	426.71	408.95	534.69	474.95	517.55
FBgn0039767	2231.00	2229.20	2117.50	1977.28	1898.15	1865.12	2093.10	1859.72	1857.25	1981.83	1888.84	1875.36
FBgn0032167	2539.00	2289.54	2970.59	2163.93	2563.02	2734.65	2107.16	2027.22	1540.06	2856.17	2546.55	2110.16
FBgn0035210	35.00	23.21	29.30	25.66	29.97	52.52	56.24	50.51	47.88	72.86	55.81	45.96
FBgn0051961	586.00	956.20	1047.62	1055.72	1153.69	1168.32	1173.96	1225.64	1227.86	1302.54	1421.56	1355.82
FBgn0030001	18.00	85.87	58.59	53.66	141.40	192.58	21.09	18.61	31.92	43.72	60.19	64.94
FBgn0051414	1881.00	1492.32	1569.08	1095.38	1119.98	1127.47	1377.83	1321.35	1152.06	1069.38	826.23	825.28
FBgn0050411	263.00	223.96	304.68	142.32	174.18	168.07	182.77	182.12	192.51	190.56	119.28	141.88
FBgn0034345	4789.00	6031.95	5955.25	6354.14	6689.89	6699.48	6520.07	6461.84	6917.32	6976.77	7286.16	7384.55
FBgn0030041	32199.00	18766.57	21865.20	7136.88	8410.12	7339.08	17155.16	17359.62	12658.64	9885.62	8110.21	6915.96
FBgn0030932	1908.00	1448.22	1397.99	1649.49	1667.79	1650.36	1383.10	1144.55	1203.92	1682.54	1506.92	1513.68
FBgn0261714	10250.00	15518.51	16359.94	22674.01	19890.81	23197.24	17635.82	21085.71	19172.00	18689.52	20162.25	20939.72
FBgn0035110	745.00	895.86	953.87	849.24	883.99	881.20	1038.64	1047.51	997.45	1041.36	1002.42	969.15
FBgn0010078	52523.00	35366.61	34478.80	22087.24	21689.70	23713.12	33529.14	28115.17	26115.25	23858.20	19400.58	19766.74
FBgn0052645	325.00	384.10	316.39	495.78	402.67	468.03	302.28	255.23	229.41	246.61	291.10	253.78
FBgn0029091	33.00	31.33	76.17	21.00	31.84	36.18	36.03	81.09	181.54	212.98	88.64	82.93
FBgn0029167	1654.00	2491.46	2088.20	2706.37	2391.65	2340.15	1655.50	1658.99	1353.54	1188.20	1405.14	1502.69
FBgn0028952	13.00	18.57	38.67	19.83	18.73	35.01	79.08	57.16	31.92	56.05	44.87	20.98
FBgn0034582	7.00	2.32	12.89	3.50	9.36	33.85	6.15	30.57	53.86	62.77	40.49	50.96
FBgn0032032	674.00	789.10	795.67	927.40	928.94	931.39	841.81	849.44	961.54	958.41	975.06	945.17
FBgn0032377	129.00	147.38	155.85	149.32	161.07	168.07	180.14	188.76	204.48	169.26	178.38	228.80
FBgn0014368	22.00	26.69	19.92	23.33	29.03	32.68	34.27	39.88	40.90	54.93	50.34	36.97
FBgn0038452	14.00	34.81	33.98	36.16	44.95	46.69	38.66	55.83	52.86	62.77	55.81	53.95
FBgn0031907	5381.00	3585.75	3513.15	2734.37	2761.55	2566.58	3428.75	2632.06	2405.85	2769.86	2060.66	1950.30
FBgn0029814	7534.00	16074.36	16938.82	26751.06	17887.78	19500.85	21083.90	23127.55	22378.80	24728.06	27981.36	25895.39
FBgn0004133	1907.00	1575.87	1516.35	1706.65	1699.63	1728.56	1418.25	1270.83	1472.24	1590.62	1524.43	1627.58
FBgn0039611	1979.00	1759.22	1721.42	1033.55	1211.75	1125.14	1614.20	1052.82	1024.38	1285.72	827.33	942.18
FBgn0000477	3023.00	2139.84	2065.94	1881.63	1746.45	1897.80	2014.02	1402.44	1453.29	2009.86	1282.57	1551.65
FBgn0038602	13.00	4.64	10.55	2.33	1.87	3.50	7.91	5.32	79.80	3.36	10.94	19.98
FBgn0033667	134.00	105.60	138.28	160.98	137.66	164.57	164.32	159.52	176.55	150.21	137.89	161.86
FBgn0000153	2563.00	2212.95	1940.55	3014.34	2538.67	2856.03	2073.77	1229.62	1547.05	1938.11	2082.54	2100.17
FBgn0031683	6104.00	6561.11	6387.65	8372.25	8335.21	8387.19	6698.45	6962.99	6980.16	8136.94	8634.40	8396.67
FBgn0036662	1336.00	996.81	1019.49	999.72	886.80	979.24	924.41	833.49	921.64	825.02	822.95	799.30
FBgn0023458	12367.00	10673.69	9809.40	15890.59	13843.32	13823.80	9449.70	9282.66	8196.05	10669.16	11810.19	10553.79
FBgn0034800	34.00	37.13	36.33	43.16	46.82	95.71	71.18	63.81	58.85	62.77	85.36	72.94
FBgn0035148	534.00	540.76	526.15	545.94	609.62	645.44	596.65	619.46	648.34	658.00	679.59	657.43
FBgn0052225	3243.00	3636.81	3706.50	5161.93	5261.83	5203.18	3817.14	4063.74	4600.24	4806.61	5069.01	5380.30
FBgn0031883	13386.00	16546.66	16497.04	15589.62	15505.49	15546.53	18022.45	17862.10	17942.14	18636.84	18473.67	18330.00
FBgn0031092	1627.00	1470.27	1435.49	1436.01	1376.56	1500.96	1379.58	1293.43	1226.86	1326.08	1226.76	1185.96
FBgn0041171	3971.00	3903.71	3735.80	4554.17	4290.74	4281.13	3530.68	3601.13	3225.75	3852.69	4087.39	3785.70
FBgn0032904	7026.00	4891.24	5041.22	4086.38	3667.08	3792.09	4693.22	3819.14	3174.88	4273.04	3041.19	3061.33
FBgn0019990	1409.00	1514.37	1448.38	1654.15	1406.53	1345.73	1308.41	1212.34	1114.15	1388.85	1305.56	1249.91
FBgn0038705	8.00	22.05	26.95	32.66	36.52	46.69	37.78	35.89	61.84	29.14	45.96	72.94
FBgn0031478	4393.00	3841.04	3676.04	4170.38	4165.26	4274.13	3521.89	3259.50	3522.00	4107.14	3738.29	3977.53
FBgn0030289	2562.00	1781.27	1789.39	2474.23	2406.64	2453.36	1684.50	1615.13	1468.25	1954.93	2100.05	2018.24
FBgn0036587	405.00	568.61	426.55	617.10	564.67	574.24	362.91	380.19	351.10	227.55	271.40	273.76
FBgn0010391	3702.00	2528.59	2620.22	2238.59	2329.85	2462.70	2405.92	2330.30	1983.93	2308.03	2179.94	2116.15
FBgn0036677	44.00	20.89	25.78	36.16	31.84	30.35	60.63	35.89	71.82	33.63	37.21	47.96
FBgn0004620	205.00	263.42	333.97	193.65	238.79	267.28	528.11	471.91	301.23	615.40	458.53	321.72
FBgn0051823	17.00	33.65	21.09	29.16	46.82	38.52	29.00	55.83	57.85	36.99	50.34	47.96
FBgn0033907	459.00	604.59	596.46	341.80	597.45	667.61	379.61	360.25	381.03	367.67	340.34	368.68
FBgn0050324	9.00	20.89	14.06	24.50	19.67	43.18	36.03	18.61	51.87	35.87	29.55	28.97
FBgn0014028	16006.00	12883.16	12475.32	13781.49	13365.73	14022.22	11829.27	11529.21	11602.34	12592.70	12454.76	12730.89
FBgn0013563	787.00	651.00	582.40	662.59	600.25	580.08	555.35	543.69	531.64	563.84	530.76	521.54
FBgn0027546	1053.00	1057.16	1055.82	1157.21	1144.32	1126.31	1122.12	1179.11	1242.82	1135.52	1204.88	1147.00
FBgn0038798	290.00	467.66	351.55	388.46	380.19	400.33	497.35	454.63	626.40	483.13	410.38	559.51
FBgn0051019	152.00	186.83	171.09	188.98	169.49	156.40	189.80	227.31	315.19	230.91	290.00	306.73
FBgn0027608	9389.00	17326.47	17085.30	19878.98	20205.45	20428.74	19213.11	21372.84	23275.51	19996.55	22228.37	23103.83
FBgn0053294	74.00	241.37	205.07	201.81	221.94	170.40	317.22	247.25	393.99	353.10	263.74	317.72
FBgn0035797	81.00	119.52	118.35	136.49	155.45	163.40	135.32	144.90	171.56	177.11	161.96	208.82
FBgn0031419	122.00	148.54	173.43	191.31	217.25	214.76	203.86	179.46	196.50	205.13	221.06	235.79
FBgn0003716	3213.00	3374.55	3605.73	4172.71	4111.89	4152.74	4280.22	4534.32	3552.92	4451.27	4707.88	3977.53
FBgn0003676	3678.00	2462.45	2646.00	2019.28	2014.27	2072.87	2451.62	2083.05	2189.40	2107.38	2027.82	2146.13
FBgn0032780	184.00	134.61	135.93	138.82	134.85	121.38	119.51	112.99	93.76	141.24	110.53	125.89
FBgn0039488	343.00	322.60	315.22	286.97	332.43	273.11	288.22	260.55	227.42	273.51	314.08	299.74
FBgn0038761	593.00	461.85	346.86	593.77	539.39	504.21	343.58	350.94	331.15	332.92	352.38	391.66
FBgn0001079	827.00	698.58	708.96	849.24	810.95	792.50	646.73	667.32	594.48	725.25	722.27	720.37
FBgn0035770	27475.00	17823.14	24382.30	12968.41	13783.38	19476.34	15649.04	17618.84	15985.14	11845.03	13606.02	13247.43
FBgn0037440	2559.00	2176.98	2473.74	2447.40	2440.35	2486.04	2218.76	1813.20	1673.72	2469.44	2025.64	1999.25
FBgn0037537	8174.00	6640.02	6810.68	7247.70	7851.07	7731.25	6145.73	6130.83	6226.09	6912.87	6629.55	7178.73
FBgn0051495	134.00	103.28	120.70	113.15	103.94	96.87	86.99	81.09	92.76	110.97	89.74	86.92
FBgn0028988	3136.00	2233.84	2176.09	2639.88	2558.34	2584.08	2101.01	1720.14	1777.46	2451.51	1803.48	2100.17
FBgn0038098	1319.00	1211.50	1243.31	1610.99	1238.90	1357.40	1420.88	1644.37	1581.96	1667.97	1946.84	1763.46
FBgn0029648	136.00	155.50	201.56	451.45	589.95	711.97	346.21	275.17	263.33	951.68	434.46	570.50
FBgn0031181	5.00	5.80	4.69	3.50	10.30	3.50	12.30	9.31	17.95	7.85	12.04	16.99
FBgn0052278	3389.00	3359.46	3332.69	3440.12	4006.07	3943.82	3636.12	3865.67	4050.65	4109.39	4360.97	4056.46
FBgn0030086	4789.00	3098.36	3510.81	2637.54	2727.83	2807.01	3154.59	2741.06	2715.06	2866.26	2706.32	3047.34
FBgn0029858	301.00	194.95	182.81	208.81	210.70	213.59	158.17	170.15	153.61	183.84	211.21	216.81
FBgn0030671	1813.00	1315.93	1422.60	1345.02	1322.25	1376.08	1267.11	1218.99	1215.89	1395.58	1414.99	1343.83
FBgn0042119	12356.00	8689.35	7158.72	13716.16	12464.88	12665.98	7594.74	6246.49	6795.63	9265.74	8027.03	8223.82
FBgn0033347	1020.00	1202.21	1130.82	1333.35	1455.22	1468.28	1226.69	1305.39	1368.50	1483.01	1567.10	1563.63
FBgn0004367	283.00	230.93	254.29	297.47	254.71	274.28	210.01	196.74	207.47	294.81	288.91	257.77
FBgn0011282	24.00	26.69	11.72	16.33	17.79	17.51	40.42	29.25	38.90	32.51	21.89	27.98
FBgn0030521	17875.00	11967.58	14361.97	12031.68	11669.85	12555.10	12291.47	11320.51	11132.55	10839.54	9971.69	10834.54
FBgn0039896	601.00	789.10	850.75	1305.36	1278.23	1523.14	891.90	1002.31	1177.99	993.16	1254.12	1241.92
FBgn0000721	12342.00	10869.80	11935.10	8493.57	8459.75	8251.80	10845.98	10116.14	8939.15	8736.65	7979.98	7768.22
FBgn0031693	4053.00	3770.26	4109.61	2453.23	2603.29	2608.60	3537.71	2799.55	2299.12	3125.20	2185.41	2296.99
FBgn0053512	3270.00	3443.01	3503.78	4500.51	4287.00	4288.13	3599.22	3800.53	3905.02	4396.35	4723.20	4525.05
FBgn0085212	144.00	148.54	164.06	170.31	196.65	154.06	180.14	207.37	211.46	179.35	183.85	218.81
FBgn0037141	207.00	249.49	188.66	306.80	238.79	260.28	285.58	280.49	264.32	309.38	315.17	282.75
FBgn0000455	2860.00	2067.90	2005.00	2259.59	2218.41	2196.59	1940.20	1732.11	1806.38	2055.81	2028.92	2005.25
FBgn0032649	2.00	4.64	4.69	7.00	6.56	12.84	16.70	6.65	9.97	17.94	12.04	11.99
FBgn0263968	2989.00	2610.98	2460.85	3066.83	2595.80	2509.39	2231.06	2348.91	1849.27	2412.27	2589.22	2303.99
FBgn0037000	496.00	540.76	533.18	620.60	672.36	707.30	420.90	450.64	424.91	526.84	583.29	457.60
FBgn0027588	23270.00	18963.85	18895.78	21895.93	21391.92	22009.07	17663.06	18013.65	16310.31	18346.52	19632.58	18573.79
FBgn0030261	1941.00	1782.43	1751.89	1397.51	1473.01	1538.31	1715.25	1451.62	1505.15	1272.27	1156.72	1265.89
FBgn0261984	4924.00	4558.19	4517.41	4808.47	4542.65	4361.66	4229.26	4313.65	3720.49	4195.70	4118.03	4117.41
FBgn0001112	2846.00	2711.94	3003.40	1538.66	1938.42	2107.88	1989.41	2346.25	2144.52	1377.64	1823.18	1329.84
FBgn0051955	126.00	118.36	147.65	125.99	156.38	154.06	232.86	154.20	184.53	230.91	147.74	189.83
FBgn0030456	784.00	543.08	605.84	573.94	586.21	531.06	543.05	490.52	452.84	554.87	525.29	482.58
FBgn0004777	121.00	230.93	196.87	309.13	519.72	383.99	58.00	151.54	103.73	156.93	280.15	194.83
FBgn0033174	323.00	288.95	244.91	275.30	253.77	317.47	341.82	374.87	365.07	350.86	344.72	325.72
FBgn0034094	1320.00	952.72	1010.12	1054.55	1146.20	1100.63	928.80	774.99	870.77	966.26	866.72	997.13
FBgn0002931	198.00	417.76	349.21	403.62	477.58	388.66	425.30	531.73	559.57	415.87	573.44	512.55
FBgn0035763	8318.00	6412.57	6398.20	7516.01	7027.01	6916.57	6014.81	5911.50	5543.83	6152.87	6034.23	5954.80
FBgn0030617	504.00	699.74	715.99	678.93	701.39	703.80	526.35	471.91	514.68	439.41	437.74	473.59
FBgn0030701	4430.00	4873.83	5018.95	5865.36	5741.28	5859.13	5147.51	5296.02	5448.07	5845.73	6130.53	6147.63
FBgn0031002	2114.00	1575.87	1559.71	1130.38	1140.58	1088.96	1461.30	1421.05	1182.98	1173.63	998.04	1089.05
FBgn0027835	15493.00	13965.85	14503.76	11716.71	10578.90	11001.62	13489.16	12386.63	10284.71	10882.14	10030.78	9555.66
FBgn0038221	118.00	226.29	160.54	176.15	222.87	198.42	219.68	261.88	266.32	208.50	236.38	252.78
FBgn0040234	2388.00	1742.98	1852.67	2116.10	1929.06	1956.15	1736.34	1576.58	1351.55	1887.67	1742.20	1661.55
FBgn0029990	271865.00	167427.72	168169.54	110247.22	102958.20	101563.64	162608.03	105488.37	102115.99	115599.75	65440.85	74934.58
FBgn0004913	1584.00	1408.77	1355.81	1572.49	1540.44	1516.14	1329.50	1237.60	1249.81	1402.30	1398.58	1342.83
FBgn0017561	2850.00	2440.40	2784.27	2140.60	2148.18	2257.28	2402.41	1879.66	2075.69	2583.78	2137.26	1935.31
FBgn0037920	263.00	301.71	297.65	334.80	366.15	372.32	326.88	340.31	368.06	380.00	399.44	403.65
FBgn0039779	19.00	19.73	19.92	21.00	15.92	18.67	22.85	29.25	51.87	56.05	38.30	41.96
FBgn0039561	4932.00	4821.61	4820.91	5657.71	5697.27	5789.10	5042.95	5378.44	5341.35	5544.20	5870.08	5816.92
FBgn0038742	2431.00	1921.68	1968.68	1878.13	1861.63	2009.84	1832.12	1613.80	1384.46	1883.19	1440.16	1459.73
FBgn0038569	1980.00	1320.58	1362.84	1575.99	1490.80	1496.29	1248.65	1205.70	1109.16	1495.34	1365.74	1351.82
FBgn0033465	7301.00	4852.94	5473.63	4530.84	4069.75	4201.76	4793.39	4378.79	3494.07	4741.60	3613.53	3690.78
FBgn0030317	17479.00	13766.25	15768.16	18010.19	14778.81	16455.74	17341.45	20942.14	20672.16	17139.26	18320.46	20252.32
FBgn0035400	10235.00	10964.96	10769.13	14155.95	13954.75	13614.88	11095.54	11909.40	11864.67	13242.85	13904.77	13762.98
